period,productName,activityId,activityName,countryRegionId,countryRegionName,value,unit
2020-01-01,Refined petroleum products,2,Consumption,BRA,Brazil,,TBPD
2025-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2370.402,TBPD
2025-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2328.483,TBPD
2025-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2400.489,TBPD
2025-04-01,Refined petroleum products,2,Consumption,CAN,Canada,2368.609,TBPD
2025-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2381.113,TBPD
2025-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2374.358,TBPD
2025-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2413.775,TBPD
2024-12-01,Refined petroleum products,2,Consumption,CAN,Canada,2406.22,TBPD
2024-11-01,Refined petroleum products,2,Consumption,CAN,Canada,2412.047,TBPD
2024-10-01,Refined petroleum products,2,Consumption,CAN,Canada,2307.767,TBPD
2024-09-01,Refined petroleum products,2,Consumption,CAN,Canada,2304.971,TBPD
2024-08-01,Refined petroleum products,2,Consumption,CAN,Canada,2482.995,TBPD
2024-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2537.318,TBPD
2024-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2450.198,TBPD
2024-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2327.322,TBPD
2024-04-01,Refined petroleum products,2,Consumption,CAN,Canada,2107.62,TBPD
2024-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2291.026,TBPD
2024-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2402.489,TBPD
2024-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2404.065,TBPD
2023-12-01,Refined petroleum products,2,Consumption,CAN,Canada,2314.115,TBPD
2023-11-01,Refined petroleum products,2,Consumption,CAN,Canada,2274.531,TBPD
2023-10-01,Refined petroleum products,2,Consumption,CAN,Canada,2491.379,TBPD
2023-09-01,Refined petroleum products,2,Consumption,CAN,Canada,2481.743,TBPD
2023-08-01,Refined petroleum products,2,Consumption,CAN,Canada,2659.903,TBPD
2023-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2727.403,TBPD
2023-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2629.73,TBPD
2023-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2482.913,TBPD
2023-04-01,Refined petroleum products,2,Consumption,CAN,Canada,2291.173,TBPD
2023-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2319.844,TBPD
2023-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2367.576,TBPD
2023-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2300.795,TBPD
2022-12-01,Refined petroleum products,2,Consumption,CAN,Canada,2535.218,TBPD
2022-11-01,Refined petroleum products,2,Consumption,CAN,Canada,2493.028,TBPD
2022-10-01,Refined petroleum products,2,Consumption,CAN,Canada,2357.884,TBPD
2022-09-01,Refined petroleum products,2,Consumption,CAN,Canada,2407.42,TBPD
2022-08-01,Refined petroleum products,2,Consumption,CAN,Canada,2421.09,TBPD
2022-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2482.736,TBPD
2022-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2511.327,TBPD
2022-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2274.893,TBPD
2022-04-01,Refined petroleum products,2,Consumption,CAN,Canada,2269.884,TBPD
2022-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2236.044,TBPD
2022-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2460.77,TBPD
2022-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2375.979,TBPD
2021-12-01,Refined petroleum products,2,Consumption,CAN,Canada,2329.803,TBPD
2021-11-01,Refined petroleum products,2,Consumption,CAN,Canada,2417.08,TBPD
2021-10-01,Refined petroleum products,2,Consumption,CAN,Canada,2382.608,TBPD
2021-09-01,Refined petroleum products,2,Consumption,CAN,Canada,2300.177,TBPD
2021-08-01,Refined petroleum products,2,Consumption,CAN,Canada,2355.388,TBPD
2021-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2479.705,TBPD
2021-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2326.603,TBPD
2021-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2079.51,TBPD
2021-04-01,Refined petroleum products,2,Consumption,CAN,Canada,2051.327,TBPD
2021-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2288.444,TBPD
2021-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2203.476,TBPD
2021-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2253.308,TBPD
2020-12-01,Refined petroleum products,2,Consumption,CAN,Canada,2197.834,TBPD
2020-11-01,Refined petroleum products,2,Consumption,CAN,Canada,2418.434,TBPD
2020-10-01,Refined petroleum products,2,Consumption,CAN,Canada,2207.957,TBPD
2020-09-01,Refined petroleum products,2,Consumption,CAN,Canada,2315.371,TBPD
2020-08-01,Refined petroleum products,2,Consumption,CAN,Canada,2275.378,TBPD
2020-07-01,Refined petroleum products,2,Consumption,CAN,Canada,2298.195,TBPD
2020-06-01,Refined petroleum products,2,Consumption,CAN,Canada,2279.433,TBPD
2020-05-01,Refined petroleum products,2,Consumption,CAN,Canada,2038.213,TBPD
2020-04-01,Refined petroleum products,2,Consumption,CAN,Canada,1872.671,TBPD
2020-03-01,Refined petroleum products,2,Consumption,CAN,Canada,2346.687,TBPD
2020-02-01,Refined petroleum products,2,Consumption,CAN,Canada,2481.659,TBPD
2020-01-01,Refined petroleum products,2,Consumption,CAN,Canada,2394.939,TBPD
2022-12-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-11-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-10-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-09-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-08-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-07-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-06-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-05-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-04-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-03-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-02-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2022-01-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-12-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-11-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-10-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-09-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-08-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-07-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-06-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-05-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-04-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-03-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-02-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2020-01-01,Refined petroleum products,2,Consumption,CHN,China,,TBPD
2025-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2010.1935483870968,TBPD
2025-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2127.1,TBPD
2025-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2074.903225806452,TBPD
2025-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2203.4666666666662,TBPD
2025-03-01,Refined petroleum products,2,Consumption,DEU,Germany,2001.7096774193549,TBPD
2025-02-01,Refined petroleum products,2,Consumption,DEU,Germany,2044.8928571428569,TBPD
2025-01-01,Refined petroleum products,2,Consumption,DEU,Germany,1888.8709677419356,TBPD
2024-12-01,Refined petroleum products,2,Consumption,DEU,Germany,1978.6774193548388,TBPD
2024-11-01,Refined petroleum products,2,Consumption,DEU,Germany,2072.9,TBPD
2024-10-01,Refined petroleum products,2,Consumption,DEU,Germany,2129.516129032258,TBPD
2024-09-01,Refined petroleum products,2,Consumption,DEU,Germany,2189.733333333333,TBPD
2024-08-01,Refined petroleum products,2,Consumption,DEU,Germany,2122.8709677419356,TBPD
2024-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2126.064516129032,TBPD
2024-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2096.9666666666662,TBPD
2024-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2026.8387096774195,TBPD
2024-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2167.5,TBPD
2024-03-01,Refined petroleum products,2,Consumption,DEU,Germany,1973.6774193548388,TBPD
2024-02-01,Refined petroleum products,2,Consumption,DEU,Germany,1989.206896551724,TBPD
2024-01-01,Refined petroleum products,2,Consumption,DEU,Germany,1811.8064516129032,TBPD
2023-12-01,Refined petroleum products,2,Consumption,DEU,Germany,2015.0,TBPD
2023-11-01,Refined petroleum products,2,Consumption,DEU,Germany,2077.233333333333,TBPD
2023-10-01,Refined petroleum products,2,Consumption,DEU,Germany,2106.354838709677,TBPD
2023-09-01,Refined petroleum products,2,Consumption,DEU,Germany,2022.8333333333333,TBPD
2023-08-01,Refined petroleum products,2,Consumption,DEU,Germany,2017.0967741935483,TBPD
2023-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2038.4193548387095,TBPD
2023-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2107.7,TBPD
2023-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2110.2258064516127,TBPD
2023-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2015.3666666666663,TBPD
2023-03-01,Refined petroleum products,2,Consumption,DEU,Germany,2122.387096774193,TBPD
2023-02-01,Refined petroleum products,2,Consumption,DEU,Germany,2130.6071428571427,TBPD
2023-01-01,Refined petroleum products,2,Consumption,DEU,Germany,1890.1290322580644,TBPD
2022-12-01,Refined petroleum products,2,Consumption,DEU,Germany,2085.1290322580644,TBPD
2022-11-01,Refined petroleum products,2,Consumption,DEU,Germany,2173.5,TBPD
2022-10-01,Refined petroleum products,2,Consumption,DEU,Germany,2111.4193548387098,TBPD
2022-09-01,Refined petroleum products,2,Consumption,DEU,Germany,2131.6,TBPD
2022-08-01,Refined petroleum products,2,Consumption,DEU,Germany,2312.161290322581,TBPD
2022-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2245.064516129032,TBPD
2022-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2274.5666666666666,TBPD
2022-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2151.903225806452,TBPD
2022-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2160.0,TBPD
2022-03-01,Refined petroleum products,2,Consumption,DEU,Germany,2198.4838709677415,TBPD
2022-02-01,Refined petroleum products,2,Consumption,DEU,Germany,2210.6071428571427,TBPD
2022-01-01,Refined petroleum products,2,Consumption,DEU,Germany,2044.2258064516127,TBPD
2021-12-01,Refined petroleum products,2,Consumption,DEU,Germany,2263.8064516129034,TBPD
2021-11-01,Refined petroleum products,2,Consumption,DEU,Germany,2351.5,TBPD
2021-10-01,Refined petroleum products,2,Consumption,DEU,Germany,2414.161290322581,TBPD
2021-09-01,Refined petroleum products,2,Consumption,DEU,Germany,2351.1,TBPD
2021-08-01,Refined petroleum products,2,Consumption,DEU,Germany,2214.6129032258063,TBPD
2021-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2137.4516129032254,TBPD
2021-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2108.0,TBPD
2021-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2034.7419354838707,TBPD
2021-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2077.5,TBPD
2021-03-01,Refined petroleum products,2,Consumption,DEU,Germany,2026.1290322580644,TBPD
2021-02-01,Refined petroleum products,2,Consumption,DEU,Germany,1905.3928571428569,TBPD
2021-01-01,Refined petroleum products,2,Consumption,DEU,Germany,1710.8709677419354,TBPD
2020-12-01,Refined petroleum products,2,Consumption,DEU,Germany,2048.8064516129034,TBPD
2020-11-01,Refined petroleum products,2,Consumption,DEU,Germany,2049.5333333333333,TBPD
2020-10-01,Refined petroleum products,2,Consumption,DEU,Germany,2221.354838709677,TBPD
2020-09-01,Refined petroleum products,2,Consumption,DEU,Germany,2119.4333333333334,TBPD
2020-08-01,Refined petroleum products,2,Consumption,DEU,Germany,1977.7741935483873,TBPD
2020-07-01,Refined petroleum products,2,Consumption,DEU,Germany,2245.6451612903224,TBPD
2020-06-01,Refined petroleum products,2,Consumption,DEU,Germany,2050.7666666666664,TBPD
2020-05-01,Refined petroleum products,2,Consumption,DEU,Germany,2063.967741935484,TBPD
2020-04-01,Refined petroleum products,2,Consumption,DEU,Germany,2063.4333333333334,TBPD
2020-03-01,Refined petroleum products,2,Consumption,DEU,Germany,2317.8064516129034,TBPD
2020-02-01,Refined petroleum products,2,Consumption,DEU,Germany,2403.5172413793102,TBPD
2020-01-01,Refined petroleum products,2,Consumption,DEU,Germany,2216.935483870968,TBPD
2025-07-01,Refined petroleum products,2,Consumption,FRA,France,1605.548387096774,TBPD
2025-06-01,Refined petroleum products,2,Consumption,FRA,France,1576.8,TBPD
2025-05-01,Refined petroleum products,2,Consumption,FRA,France,1427.1935483870968,TBPD
2025-04-01,Refined petroleum products,2,Consumption,FRA,France,1573.9333333333332,TBPD
2025-03-01,Refined petroleum products,2,Consumption,FRA,France,1422.9032258064517,TBPD
2025-02-01,Refined petroleum products,2,Consumption,FRA,France,1515.2857142857142,TBPD
2025-01-01,Refined petroleum products,2,Consumption,FRA,France,1442.9032258064517,TBPD
2024-12-01,Refined petroleum products,2,Consumption,FRA,France,1422.7419354838707,TBPD
2024-11-01,Refined petroleum products,2,Consumption,FRA,France,1423.0,TBPD
2024-10-01,Refined petroleum products,2,Consumption,FRA,France,1603.1612903225805,TBPD
2024-09-01,Refined petroleum products,2,Consumption,FRA,France,1566.2333333333331,TBPD
2024-08-01,Refined petroleum products,2,Consumption,FRA,France,1529.1935483870968,TBPD
2024-07-01,Refined petroleum products,2,Consumption,FRA,France,1657.483870967742,TBPD
2024-06-01,Refined petroleum products,2,Consumption,FRA,France,1548.7,TBPD
2024-05-01,Refined petroleum products,2,Consumption,FRA,France,1465.258064516129,TBPD
2024-04-01,Refined petroleum products,2,Consumption,FRA,France,1556.5333333333333,TBPD
2024-03-01,Refined petroleum products,2,Consumption,FRA,France,1464.4193548387095,TBPD
2024-02-01,Refined petroleum products,2,Consumption,FRA,France,1483.0,TBPD
2024-01-01,Refined petroleum products,2,Consumption,FRA,France,1452.6774193548388,TBPD
2023-12-01,Refined petroleum products,2,Consumption,FRA,France,1433.1935483870968,TBPD
2023-11-01,Refined petroleum products,2,Consumption,FRA,France,1502.8666666666666,TBPD
2023-10-01,Refined petroleum products,2,Consumption,FRA,France,1588.7096774193549,TBPD
2023-09-01,Refined petroleum products,2,Consumption,FRA,France,1574.8333333333333,TBPD
2023-08-01,Refined petroleum products,2,Consumption,FRA,France,1544.0967741935483,TBPD
2023-07-01,Refined petroleum products,2,Consumption,FRA,France,1588.3870967741937,TBPD
2023-06-01,Refined petroleum products,2,Consumption,FRA,France,1655.1,TBPD
2023-05-01,Refined petroleum products,2,Consumption,FRA,France,1537.967741935484,TBPD
2023-04-01,Refined petroleum products,2,Consumption,FRA,France,1423.8666666666666,TBPD
2023-03-01,Refined petroleum products,2,Consumption,FRA,France,1507.7419354838707,TBPD
2023-02-01,Refined petroleum products,2,Consumption,FRA,France,1558.25,TBPD
2023-01-01,Refined petroleum products,2,Consumption,FRA,France,1469.4193548387095,TBPD
2022-12-01,Refined petroleum products,2,Consumption,FRA,France,1520.9354838709676,TBPD
2022-11-01,Refined petroleum products,2,Consumption,FRA,France,1529.9333333333332,TBPD
2022-10-01,Refined petroleum products,2,Consumption,FRA,France,1458.2258064516127,TBPD
2022-09-01,Refined petroleum products,2,Consumption,FRA,France,1730.0666666666666,TBPD
2022-08-01,Refined petroleum products,2,Consumption,FRA,France,1604.0645161290322,TBPD
2022-07-01,Refined petroleum products,2,Consumption,FRA,France,1645.0645161290322,TBPD
2022-06-01,Refined petroleum products,2,Consumption,FRA,France,1626.8,TBPD
2022-05-01,Refined petroleum products,2,Consumption,FRA,France,1504.8064516129032,TBPD
2022-04-01,Refined petroleum products,2,Consumption,FRA,France,1488.4666666666667,TBPD
2022-03-01,Refined petroleum products,2,Consumption,FRA,France,1597.4193548387095,TBPD
2022-02-01,Refined petroleum products,2,Consumption,FRA,France,1651.642857142857,TBPD
2022-01-01,Refined petroleum products,2,Consumption,FRA,France,1496.516129032258,TBPD
2021-12-01,Refined petroleum products,2,Consumption,FRA,France,1621.774193548387,TBPD
2021-11-01,Refined petroleum products,2,Consumption,FRA,France,1629.7333333333331,TBPD
2021-10-01,Refined petroleum products,2,Consumption,FRA,France,1659.1612903225805,TBPD
2021-09-01,Refined petroleum products,2,Consumption,FRA,France,1730.2,TBPD
2021-08-01,Refined petroleum products,2,Consumption,FRA,France,1582.8387096774193,TBPD
2021-07-01,Refined petroleum products,2,Consumption,FRA,France,1660.4193548387095,TBPD
2021-06-01,Refined petroleum products,2,Consumption,FRA,France,1633.2333333333331,TBPD
2021-05-01,Refined petroleum products,2,Consumption,FRA,France,1399.6451612903224,TBPD
2021-04-01,Refined petroleum products,2,Consumption,FRA,France,1404.3,TBPD
2021-03-01,Refined petroleum products,2,Consumption,FRA,France,1545.516129032258,TBPD
2021-02-01,Refined petroleum products,2,Consumption,FRA,France,1534.107142857143,TBPD
2021-01-01,Refined petroleum products,2,Consumption,FRA,France,1432.483870967742,TBPD
2020-12-01,Refined petroleum products,2,Consumption,FRA,France,1490.3548387096773,TBPD
2020-11-01,Refined petroleum products,2,Consumption,FRA,France,1293.1333333333332,TBPD
2020-10-01,Refined petroleum products,2,Consumption,FRA,France,1583.3225806451612,TBPD
2020-09-01,Refined petroleum products,2,Consumption,FRA,France,1547.3666666666666,TBPD
2020-08-01,Refined petroleum products,2,Consumption,FRA,France,1421.5806451612905,TBPD
2020-07-01,Refined petroleum products,2,Consumption,FRA,France,1592.8709677419354,TBPD
2020-06-01,Refined petroleum products,2,Consumption,FRA,France,1430.3,TBPD
2020-05-01,Refined petroleum products,2,Consumption,FRA,France,1204.1290322580644,TBPD
2020-04-01,Refined petroleum products,2,Consumption,FRA,France,1025.3,TBPD
2020-03-01,Refined petroleum products,2,Consumption,FRA,France,1413.7419354838707,TBPD
2020-02-01,Refined petroleum products,2,Consumption,FRA,France,1620.1724137931035,TBPD
2020-01-01,Refined petroleum products,2,Consumption,FRA,France,1608.258064516129,TBPD
2025-07-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1388.1612903225805,TBPD
2025-06-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1440.5333333333333,TBPD
2025-05-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1366.1290322580644,TBPD
2025-04-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1381.4,TBPD
2025-03-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1347.3548387096773,TBPD
2025-02-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1424.3214285714284,TBPD
2025-01-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1329.9354838709676,TBPD
2024-12-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1350.0967741935483,TBPD
2024-11-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1389.8666666666666,TBPD
2024-10-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1430.4193548387095,TBPD
2024-09-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1399.9333333333332,TBPD
2024-08-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1438.3225806451612,TBPD
2024-07-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1413.8064516129032,TBPD
2024-06-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1438.3333333333333,TBPD
2024-05-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1395.483870967742,TBPD
2024-04-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1388.8,TBPD
2024-03-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1326.967741935484,TBPD
2024-02-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1442.0344827586207,TBPD
2024-01-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1334.8709677419354,TBPD
2023-12-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1306.6451612903224,TBPD
2023-11-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1385.2333333333331,TBPD
2023-10-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1418.6774193548388,TBPD
2023-09-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1406.9333333333332,TBPD
2023-08-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1390.9032258064517,TBPD
2023-07-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1334.4516129032259,TBPD
2023-06-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1441.2,TBPD
2023-05-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1451.9354838709676,TBPD
2023-04-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1361.9,TBPD
2023-03-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1309.483870967742,TBPD
2023-02-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1534.107142857143,TBPD
2023-01-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1309.8709677419354,TBPD
2022-12-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1371.2903225806451,TBPD
2022-11-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1357.6666666666665,TBPD
2022-10-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1346.6774193548388,TBPD
2022-09-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1422.3333333333333,TBPD
2022-08-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1404.032258064516,TBPD
2022-07-01,Refined petroleum products,2,Consumption,GBR,United Kingdom,1376.3225806451612,TBPD
